"fb_t_id" "fb_g_id" "gene" "half_life" "rank" "quantile" "dmso_polii" "dmso_tbp" "dmso_tfiib" "dmso_tfiif" "dmso_nelfe" "pro_cap" "DPE" "DRE" "Inr" "MTE" "PB" "TATA" "Motif1" "Motif6" "Motif7" "TCT"
"1751" "FBtr0305679" "FBgn0033113" "Spn42Dc" "> 60" 1890 "q5" 7.92399399375438 5.69854872119677 5.13385820507094 5.35747815872614 7.66184924348869 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"2010" "FBtr0333922" "FBgn0027570" "Nep2" "> 60" 1891 "q5" 5.02489284015796 4.58830901220543 4.21993028412192 4.60899720993432 4.68087911560289 "T" "F" "F" "T" "F" "F" "F" "F" "F" "F" "F"
"472" "FBtr0076881" "FBgn0035767" "CG8596" "> 60" 1892 "q5" 7.15866300591358 5.76844701658679 5.57170710806167 5.35561768271168 6.98167529410661 "T" "F" "F" "T" "F" "F" "F" "F" "F" "F" "F"
"1463" "FBtr0110877" "FBgn0265276" "l(3)neo38" "> 60" 1893 "q5" 6.51672689908357 4.9289757127262 4.9164146624026 4.71359089574531 6.49936376054122 "T" "F" "F" "F" "F" "F" "F" "F" "F" "T" "F"
"1427" "FBtr0091533" "FBgn0053556" "form3" "> 60" 1894 "q5" 8.41700869426535 5.78720907231168 6.18459763645124 6.43780520939628 8.06710041314444 "T" "F" "F" "T" "F" "F" "F" "F" "F" "F" "F"
"185" "FBtr0072798" "FBgn0027594" "drpr" "> 60" 1895 "q5" 7.8824517681989 5.91139704873215 5.77367970314571 5.99677529336561 7.90021310937068 "T" "T" "F" "F" "F" "F" "F" "T" "F" "F" "F"
"597" "FBtr0078803" "FBgn0037315" "Cerk" "> 60" 1896 "q5" 9.00464768892786 6.72336621516948 6.09179531269693 5.88674027132631 8.79216078433624 "T" "F" "F" "F" "T" "T" "F" "T" "F" "F" "F"
"1142" "FBtr0086652" "FBgn0023214" "edl" "> 60" 1897 "q5" 9.45064118687829 7.50563704709519 5.84369842184638 5.97029551997169 9.71668248620441 "T" "F" "F" "T" "F" "F" "F" "F" "F" "F" "F"
"969" "FBtr0084139" "FBgn0038912" "CG6656" "> 60" 1898 "q5" 6.71336111495527 6.60387491078819 4.7999277644449 4.72173244224848 6.70990541737955 "T" "F" "F" "T" "F" "T" "F" "F" "F" "F" "F"
"1555" "FBtr0299624" "FBgn0261461" "RhoGAP18B" "> 60" 1899 "q5" 9.59347929657631 7.07729866352546 6.16534509102624 6.22978074357975 9.59766231900409 "T" "F" "F" "T" "F" "F" "F" "F" "F" "F" "F"
"1588" "FBtr0300421" "FBgn0050115" "GEFmeso" "> 60" 1900 "q5" 9.47959953332767 6.91069277574894 5.64225170543273 5.52023725105866 9.62941691232431 "T" "F" "F" "T" "F" "F" "F" "F" "F" "F" "F"
"1461" "FBtr0110818" "FBgn0001316" "klar" "> 60" 1901 "q5" 8.80846499084128 6.81470798868207 6.49443835652847 6.50045039345727 8.79520069817333 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"2177" "FBtr0342900" "FBgn0034639" "CG15673" "> 60" 1902 "q5" 7.07985370683309 5.80822902084091 4.84275774145015 5.27003559620067 6.32924361909254 "T" "F" "F" "T" "F" "F" "F" "F" "F" "F" "F"
"1364" "FBtr0089306" "FBgn0000721" "for" "> 60" 1903 "q5" 7.43017400547938 5.01305653455716 4.58089897837386 5.98949441145296 7.73386198504078 "T" "F" "F" "T" "F" "F" "F" "F" "F" "F" "F"
"1046" "FBtr0085211" "FBgn0004387" "Klp98A" "> 60" 1904 "q5" 8.43016576932406 6.1026250370624 6.31128391776029 5.79664653618416 8.22732473509821 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"1575" "FBtr0300084" "FBgn0259745" "wech" "> 60" 1905 "q5" 6.70377460750025 5.8660876173998 4.24999066576155 5.52095300559173 6.85347577152255 "T" "F" "F" "T" "T" "T" "F" "F" "F" "F" "F"
"862" "FBtr0082594" "FBgn0038046" "CG5641" "> 60" 1906 "q5" 6.28285963330423 4.90221654962929 5.03665114014647 5.5435301030319 5.34412089516385 "T" "F" "F" "F" "F" "F" "F" "T" "F" "F" "F"
"1919" "FBtr0332509" "FBgn0023407" "B4" "> 60" 1907 "q5" 9.70879760480049 6.75943065944429 6.78207882356962 7.09454232511586 9.35582492740072 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"1622" "FBtr0301515" "FBgn0004861" "ph-p" "> 60" 1908 "q5" 8.75512255960985 7.60703673562422 5.76860589412859 5.69560364863258 8.60719534074341 "T" "F" "F" "T" "F" "F" "F" "F" "F" "F" "F"
"2276" "FBtr0345389" "FBgn0263232" "Nxf3" "> 60" 1909 "q5" 6.8253071303802 4.99519103109457 4.95209574597303 5.00176783256931 6.9292395526005 "T" "F" "F" "F" "F" "F" "F" "F" "F" "T" "F"
"2308" "FBtr0346091" "FBgn0030521" "CtsB1" "> 60" 1910 "q5" 8.55829222915132 6.26474924514109 5.64477785087756 5.67995830986508 8.30142503482663 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"1674" "FBtr0302731" "FBgn0261563" "wb" "> 60" 1911 "q5" 6.32431750350567 4.75775211745444 4.33859538231463 4.50487460525293 6.84435132046309 "T" "F" "F" "T" "F" "F" "F" "F" "F" "F" "F"
"490" "FBtr0077234" "FBgn0052521" "CG32521" "> 60" 1912 "q5" 9.35131948151922 6.64158870549292 5.91032045473807 5.67264656214307 9.20408502145939 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"1498" "FBtr0113011" "FBgn0031374" "CG7337" "> 60" 1913 "q5" 4.69972431042244 5.34157963502892 4.32441202367173 4.38602459095874 5.51630945516052 "T" "F" "F" "T" "F" "F" "F" "F" "F" "F" "F"
"1777" "FBtr0306799" "FBgn0035578" "CG13707" "> 60" 1914 "q5" 5.93257845347549 5.51142586998473 5.24672124642252 4.36658940780593 6.47947943272191 "T" "F" "F" "T" "T" "F" "F" "F" "F" "F" "F"
"2256" "FBtr0345117" "FBgn0036732" "Oatp74D" "> 60" 1915 "q5" 9.08115741139719 7.07154925609214 5.68273152583555 5.65797278386558 8.78892221650026 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"178" "FBtr0072672" "FBgn0010246" "Myo61F" "> 60" 1916 "q5" 8.93755589513658 6.30038801505028 5.94984645498007 5.65125142108376 8.65126068883893 "T" "F" "F" "T" "F" "F" "F" "F" "F" "F" "F"
"330" "FBtr0075049" "FBgn0036801" "MYPT-75D" "> 60" 1917 "q5" 9.53727048302816 6.42714525685471 6.09023334893032 6.10213119466175 9.35643208183579 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"2045" "FBtr0334847" "FBgn0264895" "RapGAP1" "> 60" 1918 "q5" 6.29770707007105 4.17195928218572 4.1014221339905 4.07343968073271 6.10183624731372 "T" "F" "F" "T" "F" "F" "F" "F" "F" "F" "F"
"1398" "FBtr0089716" "FBgn0003118" "pnt" "> 60" 1919 "q5" 8.997962433263 7.91026991620619 6.51747158091686 7.03874366930198 9.12824638534967 "T" "F" "F" "T" "F" "F" "F" "F" "F" "F" "F"
"429" "FBtr0076239" "FBgn0036121" "CG6310" "> 60" 1920 "q5" 8.22460162113524 6.39652121943449 5.2889283662844 5.22911734070538 8.45903817788814 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"114" "FBtr0071835" "FBgn0034736" "CG6018" "> 60" 1921 "q5" 6.98115612932966 5.34862913314059 4.76845055992373 4.469888563346 7.04957835554977 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"1828" "FBtr0310295" "FBgn0085443" "spri" "> 60" 1922 "q5" 8.04643856193735 5.66450109133162 5.45591655710087 5.3335999457416 8.07877092358892 "T" "F" "F" "T" "F" "T" "F" "F" "F" "F" "F"
"1814" "FBtr0309224" "FBgn0031016" "kek5" "> 60" 1923 "q5" 8.08944060427395 6.45389700873101 5.35551284898678 5.31573976265009 8.04735789000345 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"1530" "FBtr0273235" "FBgn0004370" "Ptp10D" "> 60" 1924 "q5" 9.10210600643278 6.07770568201878 5.78386967876723 5.73435921671905 9.20656272753494 "T" "F" "F" "F" "F" "T" "F" "F" "F" "F" "F"
"485" "FBtr0077160" "FBgn0016031" "lama" "> 60" 1925 "q5" 8.6565568949449 6.84397218537247 5.99522906118625 6.15591161371644 8.34960548797637 "T" "F" "F" "T" "F" "F" "F" "F" "F" "F" "F"
"606" "FBtr0078903" "FBgn0027930" "MP1" "> 60" 1926 "q5" 7.85542703000272 6.19385039870437 5.14915591157506 5.36489614872337 7.6678455961958 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"1650" "FBtr0302277" "FBgn0261360" "CG42637" "> 60" 1927 "q5" 8.24554175450341 6.46886083327839 5.44290423372624 5.31117892520016 8.12364193981835 "T" "F" "F" "F" "F" "F" "F" "F" "F" "T" "F"
"754" "FBtr0081029" "FBgn0243486" "rdo" "> 60" 1928 "q5" 5.92791160442248 4.33461316717898 3.54598556216956 3.8216764567198 6.05708760002113 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"1786" "FBtr0307510" "FBgn0042185" "CG18769" "> 60" 1929 "q5" 8.62300032387037 6.10798321341095 6.24113600185454 6.1165321599575 8.54430316899155 "T" "T" "T" "T" "F" "F" "F" "F" "F" "F" "F"
"873" "FBtr0082715" "FBgn0038115" "CG7966" "> 60" 1930 "q5" 6.64725544133915 5.92085168710915 4.36263113988331 4.76835032424137 6.75572821649047 "T" "F" "F" "T" "F" "F" "F" "F" "F" "F" "F"
"1221" "FBtr0087597" "FBgn0002643" "mam" "> 60" 1931 "q5" 6.09041870371379 5.17954614199347 4.17308839566736 4.46455591394943 5.80279165245739 "T" "F" "F" "T" "F" "F" "F" "F" "F" "F" "F"
"99" "FBtr0071690" "FBgn0034638" "CG10433" "> 60" 1932 "q5" 9.08422026417048 6.78734754381352 5.61303120237348 6.04886348729881 9.12484607980922 "T" "F" "F" "T" "F" "F" "F" "F" "F" "F" "F"
"525" "FBtr0078059" "FBgn0004583" "ex" "> 60" 1933 "q5" 8.84770950556679 6.63395340597099 5.6176581229966 5.48422867349905 8.89356048365208 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"914" "FBtr0083373" "FBgn0038467" "AdSL" "> 60" 1934 "q5" 7.05485687958351 5.04896415131635 4.77212258209616 4.77627935766377 6.72663553475534 "T" "F" "F" "F" "F" "F" "F" "T" "F" "F" "F"
"140" "FBtr0072239" "FBgn0034909" "CG4797" "> 60" 1935 "q5" 8.81526919183582 7.24848040921254 7.10197796810512 7.22134180129434 8.43968072308583 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"1494" "FBtr0112899" "FBgn0020762" "Atet" "> 60" 1936 "q5" 8.64256249331354 6.3370197073331 5.32028289312706 5.32024511147319 8.27861402425324 "T" "F" "F" "T" "F" "T" "F" "F" "F" "F" "F"
"193" "FBtr0072916" "FBgn0035309" "CG15879" "> 60" 1937 "q5" 5.94737174541684 4.02917602413158 3.5969285035396 3.65134621862259 6.15835244483912 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"1558" "FBtr0299650" "FBgn0259175" "ome" "> 60" 1938 "q5" 6.72527642468993 5.51737084182041 4.78109583986541 5.07281992049618 7.30907416948445 "T" "T" "F" "T" "F" "F" "F" "F" "F" "F" "F"
"1379" "FBtr0089491" "FBgn0035976" "PGRP-LC" "> 60" 1939 "q5" 5.54889197556608 5.08385733529954 4.01429352331676 4.61922037076604 6.24834681183395 "T" "F" "F" "T" "F" "F" "F" "F" "F" "F" "F"
"1742" "FBtr0305295" "FBgn0262614" "pyd" "> 60" 1940 "q5" 8.6916286838439 6.69186079409489 5.5839865751601 5.23153302623928 8.45352215213721 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"1036" "FBtr0085111" "FBgn0039494" "grass" "> 60" 1941 "q5" 5.25186630833761 5.02160101514155 3.42561287769474 3.56712870997946 4.83858689827701 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"726" "FBtr0080576" "FBgn0028540" "CG9008" "> 60" 1942 "q5" 9.03930670738725 6.84479661515079 5.69809169532968 5.29836973619222 8.91360221854035 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"554" "FBtr0078329" "FBgn0003415" "skd" "> 60" 1943 "q5" 7.5007681696367 6.11018593882485 5.30764061290655 5.14858954505235 7.65717781245984 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"932" "FBtr0083674" "FBgn0260399" "gwl" "> 60" 1944 "q5" 5.76181996953655 3.98860925483457 4.16995086877457 4.51740302928988 5.879418624525 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"1215" "FBtr0087549" "FBgn0033929" "Tfb1" "> 60" 1945 "q5" 7.67842054854873 5.72254099775702 5.73180933205123 5.41788811032964 7.72040011070102 "T" "F" "F" "F" "F" "F" "F" "F" "F" "T" "F"
"1725" "FBtr0304957" "FBgn0085436" "Not1" "> 60" 1946 "q5" 6.0129931836072 5.61815743873911 5.25810771564119 5.15468537820211 6.11309551787625 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"707" "FBtr0080161" "FBgn0032330" "Samuel" "> 60" 1947 "q5" 8.14455670462147 6.03009271428849 5.12126886502966 5.49396535079432 7.91857113630356 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"1476" "FBtr0112624" "FBgn0085412" "CG34383" "> 60" 1948 "q5" 6.32312999468101 5.24706741400593 4.31363281403377 4.76761472256628 6.58542883960491 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"1283" "FBtr0088307" "FBgn0261862" "whd" "> 60" 1949 "q5" 8.17650604421152 5.89569861457978 5.4827607196143 5.55196930377103 7.74572786094756 "T" "F" "F" "T" "F" "F" "F" "F" "F" "F" "F"
"1101" "FBtr0086076" "FBgn0050440" "CG30440" "> 60" 1950 "q5" 7.47512170332939 5.19677550685873 4.66341715256614 4.32251304728913 7.75161720068828 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"1539" "FBtr0290056" "FBgn0051145" "CG31145" "> 60" 1951 "q5" 8.47282407710272 5.83982182555628 5.41891785820356 5.08861132673676 8.32834770616739 "T" "F" "F" "T" "F" "T" "F" "F" "F" "F" "F"
"1857" "FBtr0330661" "FBgn0263355" "CG31688" "> 60" 1952 "q5" 6.05904364776648 5.83873508553113 5.15888746596476 5.35563774753279 5.99118897630959 "T" "F" "F" "T" "F" "F" "F" "F" "F" "T" "F"
"143" "FBtr0072250" "FBgn0034975" "enok" "> 60" 1953 "q5" 6.1737008053891 5.06365020576079 4.72083276420465 4.80635785367492 6.01711655689192 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"2040" "FBtr0334725" "FBgn0053094" "Synd" "> 60" 1954 "q5" 8.25170855304405 6.25387805024855 5.76336444925089 5.75147011941869 8.15902340361148 "T" "F" "F" "F" "F" "F" "F" "F" "T" "F" "F"
"635" "FBtr0079250" "FBgn0015623" "Cpr" "> 60" 1955 "q5" 8.95455719346412 7.29376316670279 7.20914316276954 6.94144255898272 8.65662165003504 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"744" "FBtr0080908" "FBgn0032603" "CG17928" "> 60" 1956 "q5" 8.19799213961177 6.17171814369859 5.24982598244455 5.77014554155812 8.11012975211334 "T" "F" "F" "T" "F" "F" "F" "F" "F" "F" "F"
"229" "FBtr0073416" "FBgn0262735" "Imp" "> 60" 1957 "q5" 9.16220782626825 7.70360542391121 6.11134781692802 5.69492197053192 9.02721574690638 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"1581" "FBtr0300187" "FBgn0035023" "ITP" "> 60" 1958 "q5" 8.83070409927749 7.20409793523641 5.722167123085 5.41234008997271 8.73643518918897 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"575" "FBtr0078531" "FBgn0052451" "SPoCk" "> 60" 1959 "q5" 8.10125609905465 6.18859601649658 5.69740701679296 5.50657038969211 7.86786856739707 "T" "F" "F" "T" "F" "F" "F" "F" "F" "F" "F"
"2049" "FBtr0334921" "FBgn0038721" "subdued" "> 60" 1960 "q5" 7.12464574478369 5.45469285195752 5.18241804463419 5.14720874495393 6.86939269509504 "T" "F" "F" "T" "F" "F" "F" "F" "F" "F" "F"
"1834" "FBtr0310444" "FBgn0030218" "CG1628" "> 60" 1961 "q5" 9.49561225077589 7.31914828983764 6.3422280301463 6.11110941916117 9.29396381867424 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"1586" "FBtr0300387" "FBgn0265623" "Su(z)2" "> 60" 1962 "q5" 9.39863115525589 8.44337188605743 6.17834273472514 6.11879628173968 9.58543817954622 "T" "F" "F" "T" "F" "F" "F" "F" "F" "F" "F"
"189" "FBtr0072853" "FBgn0027547" "CG1927" "> 60" 1963 "q5" 8.48515523513577 6.27762498350069 5.42719894978039 5.09878645644056 8.5807512407065 "T" "F" "F" "T" "F" "F" "F" "F" "T" "F" "F"
"1486" "FBtr0112834" "FBgn0003495" "spz" "> 60" 1964 "q5" 7.92508741954547 5.84551210156883 4.38312919248923 5.02986790126612 7.6101965433011 "T" "F" "F" "T" "F" "T" "F" "F" "F" "F" "F"
"513" "FBtr0077850" "FBgn0000097" "aop" "> 60" 1965 "q5" 8.35040881461214 6.17603269086219 4.87058945822995 5.61696597263156 8.1761580203149 "T" "F" "F" "F" "F" "T" "F" "F" "F" "F" "F"
"1561" "FBtr0299729" "FBgn0262081" "Csk" "> 60" 1966 "q5" 7.53518624849458 5.87299312772575 4.5098053583557 4.83559767387867 7.45606965516209 "T" "F" "F" "T" "F" "T" "F" "F" "F" "F" "F"
"1569" "FBtr0299967" "FBgn0259714" "CG42368" "> 60" 1967 "q5" 8.96044998361527 6.37832919595488 5.69354601166424 5.20354102724476 8.91619240018998 "T" "T" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"2012" "FBtr0333940" "FBgn0086690" "cp309" "> 60" 1968 "q5" 8.53689265790734 5.96785138288933 5.43472077904524 5.94539350353872 8.35505259277313 "T" "F" "F" "T" "F" "F" "F" "F" "F" "F" "F"
"208" "FBtr0073133" "FBgn0005640" "Eip63E" "> 60" 1969 "q5" 7.55826615565477 7.15425345042756 5.29314808962106 5.14994589171557 7.41030836175736 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"2030" "FBtr0334593" "FBgn0026616" "alpha-Man-IIb" "> 60" 1970 "q5" 4.68847474633652 4.23897177768316 3.37319006344916 3.92587288865281 4.49764258668478 "T" "F" "F" "T" "F" "F" "F" "F" "F" "F" "F"
"42" "FBtr0070837" "FBgn0013987" "MAPk-Ak2" "> 60" 1971 "q5" 7.2663980849893 5.69883543305741 5.6458262176001 5.29995939288048 7.13715181648716 "T" "F" "T" "F" "F" "F" "F" "F" "F" "F" "F"
"1156" "FBtr0086754" "FBgn0000658" "fj" "> 60" 1972 "q5" 5.25009305431102 3.38738032225988 2.61836809208286 3.75066484097629 5.19748224504016 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"909" "FBtr0083307" "FBgn0038438" "Der-2" "> 60" 1973 "q5" 5.63808576316129 4.35680569739687 4.70479271963325 4.44077353020918 5.73602206478571 "T" "F" "T" "F" "F" "F" "F" "F" "F" "T" "F"
"1068" "FBtr0085494" "FBgn0051038" "CG31038" "> 60" 1974 "q5" 8.10156876388522 6.42665504602787 5.13397402171301 4.94782543116248 7.86321252795109 "T" "F" "F" "T" "F" "F" "F" "F" "F" "F" "F"
"2194" "FBtr0343324" "FBgn0029930" "CG12541" "> 60" 1975 "q5" 7.74250916590043 5.45304191526606 5.80457791236316 6.29120500650177 7.8561718594661 "T" "F" "F" "T" "F" "F" "F" "F" "F" "F" "F"
"1882" "FBtr0331664" "FBgn0259111" "Ndae1" "> 60" 1976 "q5" 8.38795221712962 6.25293165056294 5.83924045617211 5.5516961382251 8.25112600348655 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"1720" "FBtr0304851" "FBgn0013733" "shot" "> 60" 1977 "q5" 9.90778136866946 6.87190841300239 5.67506600681794 6.50185777499276 9.79861769750199 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"822" "FBtr0082051" "FBgn0000723" "FER" "> 60" 1978 "q5" 9.39134680823649 6.26328819726369 5.17066555301145 5.64539492276493 9.33040049324195 "T" "F" "F" "T" "F" "T" "F" "F" "F" "F" "F"
"82" "FBtr0071472" "FBgn0011770" "Gip" "> 60" 1979 "q5" 7.87646473873154 6.54374305183896 7.31677897087947 6.6614808012875 8.03262335213169 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"929" "FBtr0083651" "FBgn0004652" "fru" "> 60" 1980 "q5" 8.10949152338932 6.02619649333347 6.89378442420288 5.06682327845676 7.7306123041067 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"865" "FBtr0082627" "FBgn0086687" "Desat1" "> 60" 1981 "q5" 4.6008565178901 4.11771089966041 5.01097451827999 4.72937625385477 4.92698285580647 "T" "F" "T" "T" "F" "T" "F" "F" "F" "F" "F"
"1401" "FBtr0089758" "FBgn0050011" "gem" "> 60" 1982 "q5" 6.74685205813208 4.58155771200643 3.71228957146075 4.22706169882316 6.62362791832948 "T" "F" "F" "F" "F" "F" "F" "F" "T" "F" "F"
"1907" "FBtr0332210" "FBgn0015399" "kek1" "> 60" 1983 "q5" 9.7038276797733 7.00315976627018 5.79092792170972 5.47567051969373 9.39946705892954 "T" "F" "F" "T" "F" "F" "F" "F" "F" "F" "F"
"227" "FBtr0073310" "FBgn0035558" "CG11357" "> 60" 1984 "q5" 8.60608487649326 6.14074913226761 5.05497591870518 5.53091485609828 8.53788236799235 "T" "F" "F" "T" "F" "F" "F" "F" "F" "F" "F"
"672" "FBtr0079648" "FBgn0032029" "CG17292" "> 60" 1985 "q5" 8.3684912221642 6.01000226535638 6.13816889449052 5.94415599462634 8.04669116597434 "T" "F" "F" "T" "F" "F" "F" "F" "F" "F" "F"
"1596" "FBtr0300675" "FBgn0032681" "CG10283" "> 60" 1986 "q5" 5.89907031409198 4.70013188348618 4.41534460316765 4.21889792597874 6.57394245532432 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"403" "FBtr0075941" "FBgn0036316" "CG10960" "> 60" 1987 "q5" 8.40933504474019 6.5496622783419 6.8423092670304 6.30988530964826 8.32988086678742 "T" "T" "F" "T" "F" "F" "F" "F" "F" "F" "F"
"552" "FBtr0078299" "FBgn0037057" "CG10512" "> 60" 1988 "q5" 7.7761836521291 5.41749747839438 5.17466385949274 4.90491975561712 7.35331903914537 "T" "F" "F" "F" "T" "F" "F" "F" "F" "F" "F"
"2258" "FBtr0345142" "FBgn0051523" "CG31523" "> 60" 1989 "q5" 5.70912134126563 4.8746965257946 4.72205846036811 4.45507497761248 6.02849854635474 "T" "F" "F" "T" "F" "F" "F" "F" "F" "F" "F"
"874" "FBtr0082723" "FBgn0041710" "yellow-f" "> 60" 1990 "q5" 7.10691392081212 5.6444059432187 4.23457133421196 4.69301473134937 6.8494874013872 "T" "F" "F" "T" "F" "T" "F" "F" "F" "F" "F"
"1500" "FBtr0113068" "FBgn0033639" "CG9003" "> 60" 1991 "q5" 6.32265981854823 4.78973569430652 4.21756695437742 4.31237009948793 6.27730739307893 "T" "F" "F" "T" "F" "F" "F" "F" "F" "F" "F"
"284" "FBtr0074263" "FBgn0004598" "Fur2" "> 60" 1992 "q5" 6.23944613859771 4.72541766201516 4.09593897414553 3.49814413312511 5.9242736117598 "T" "F" "F" "T" "F" "T" "F" "F" "F" "F" "F"
"747" "FBtr0080968" "FBgn0032633" "Lrch" "> 60" 1993 "q5" 9.75889892080131 7.14071434340405 6.90996290717069 6.61513376710157 9.60509896329675 "T" "F" "T" "T" "F" "F" "F" "F" "F" "T" "F"
"1675" "FBtr0302732" "FBgn0261563" "wb" "> 60" 1994 "q5" 5.79371406844346 4.74050917681523 3.62775115634099 4.09876248661355 6.8379305887269 "T" "F" "F" "T" "F" "F" "F" "F" "F" "F" "F"
"393" "FBtr0075806" "FBgn0086708" "stv" "> 60" 1995 "q5" 6.70832191976597 4.74692938630074 4.08393116325519 5.28109648730196 7.0601334895232 "T" "F" "F" "T" "F" "F" "F" "F" "F" "F" "F"
"676" "FBtr0079686" "FBgn0028394" "CG17834" "> 60" 1996 "q5" 7.69312863949528 5.80466360584715 5.32660677855433 5.75172320281238 7.86241499082368 "T" "F" "F" "T" "F" "T" "F" "F" "F" "F" "F"
"1075" "FBtr0085701" "FBgn0004606" "zfh1" "> 60" 1997 "q5" 9.6230688551163 7.51715380558962 5.85127118740966 5.81661649807439 9.59054657484203 "T" "F" "F" "T" "F" "F" "F" "F" "F" "F" "F"
"1634" "FBtr0301889" "FBgn0035101" "p130CAS" "> 60" 1998 "q5" 8.18942012401365 5.74107063491065 4.67583438917126 3.99242097360612 8.26636985918649 "T" "F" "F" "T" "F" "F" "F" "F" "F" "F" "F"
"1030" "FBtr0085071" "FBgn0039467" "CG14253" "> 60" 1999 "q5" 8.65133336912216 5.92971272654772 4.80108810703758 5.34878074197989 8.65267553137929 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"1554" "FBtr0299623" "FBgn0261461" "RhoGAP18B" "> 60" 2000 "q5" 5.49514544065101 4.91342702790892 6.17448023126411 3.9203714940254 5.54304896585538 "T" "F" "F" "T" "F" "T" "F" "F" "F" "F" "F"
"236" "FBtr0073547" "FBgn0262740" "Evi5" "> 60" 2001 "q5" 7.23742755013234 5.52837706327444 4.8129276372923 4.79188930633238 7.22570058545755 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"493" "FBtr0077310" "FBgn0031117" "GstT3" "> 60" 2002 "q5" 8.22609564768255 6.06331320911585 5.73308593813591 5.52144306350497 8.32306542762347 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"723" "FBtr0080510" "FBgn0259984" "kuz" "> 60" 2003 "q5" 9.2636517011397 6.8206297283359 5.95069506853321 5.79239627148393 9.19522526791741 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"1894" "FBtr0331920" "FBgn0261456" "hpo" "> 60" 2004 "q5" 6.52496039758894 4.89360425366732 5.24547743085727 5.12434096380068 6.79630613690783 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"628" "FBtr0079158" "FBgn0031745" "rau" "> 60" 2005 "q5" 6.98481550191545 4.93868240163263 4.44795035021124 4.86876741479585 6.3834814801124 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"728" "FBtr0080637" "FBgn0004858" "elB" "> 60" 2006 "q5" 7.25856742491302 5.36154146956914 4.31426298527219 5.61591785811389 7.31058052622362 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"192" "FBtr0072913" "FBgn0035312" "CG15820" "> 60" 2007 "q5" 6.45917298362894 5.08231147712095 4.42806794907996 4.42565637680359 6.48890259569754 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"1922" "FBtr0332570" "FBgn0031299" "CG4629" "> 60" 2008 "q5" 7.70992612687728 6.21839658136644 6.73512207991629 5.43449649832124 8.4563509634858 "T" "F" "F" "T" "F" "F" "F" "F" "F" "F" "F"
"1756" "FBtr0305917" "FBgn0262794" "CG43175" "> 60" 2009 "q5" 4.98961182826276 4.87316755110761 4.38843295757901 3.91117383377093 4.63026528562503 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
